created_at,cex,act_name,symbol,lever,spot_size,futures_size,up_status,spot_px,futures_px,spot_trigger_px,trigger_px,fx_trigger_px,pnl,pnl_ratio,end_time,spot_order_id,spot_client_order_id,spot_profit_order_id,spot_profit_client_order_id,spot_open_usdt,spot_open_px,spot_close_usdt,spot_close_px,futures_order_id,futures_client_order_id,futures_loss_market_order_id,futures_loss_market_client_order_id,futures_profit_market_order_id,futures_profit_market_client_order_id,futures_open_usdt,futures_open_px,futures_close_usdt,futures_close_px,position_side
2024-11-04 10:47:36.889,binance,binance,1000CATUSDT,1,19524.0,19524.0,1,0.02561,0.02561,0.0301174,0.0297076,0.0174148,7.23,0.0072,2024-11-07 03:19:43.805,63097095,FFFa8c40317046e6934145660cd73636,63097096,FFF3923d507c470d95fc56a3c443ef06,500.40012,0.02563,588.5625,0.0301456,63097116,2da4af3a8eea49618813072411baa262,63097115,cbaf5257cc6a4778aaa844659c3d25d2,63097114,b7fa51c2ed1c481787c75a9e9da4c6ad,500.18175,0.0256188,419.25278,0.0297639,SHORT
2024-10-21 22:45:55.441,binance,binance,NEIROUSDT,1,291036.0,290901.0,1,0.001718,0.0017188,0.00202037,0.00199381,0.00144379,166.85,0.1668,2024-11-07 04:45:43.940,679284523,129dd3c204b7489caebfb1d7bb3e9930,679292713,fccff66808054e48bab648d46650acf0,500.15495121,0.001719,587.67153264,0.002019,1633812289,a943ae37c94d4238bb30de7d55ef751c,1633812290,9db6d7dd4aef44c29cfc315e8326ad8b,1633830162,e59f87f7dc1b4a2389326438c9aa0b87,500.2042695,0.0017195,579.5329722,0.0014468,SHORT
2024-11-06 09:14:36.036,binance,binance,GOATUSDT,1,743.0,743.0,1,0.6728,0.6728,0.8060144,0.793904,0.430592,8.37,0.0084,2024-11-07 07:13:43.829,201410020,FFF7494a222e4a458e9319ddf1e85a25,201410019,FFFe72582bb64b4580b7710116f44085,500.6957,0.6738838,600.5302,0.8082506,201410304,1faeaefc724d42a2b361a448b61dc512,201410305,fbb2d31ff0964ae69f0688264ea1e8b0,201410306,f308daf4cdc742dea7453b4ed29eaf54,500.4105,0.6735,408.9472,0.7966,SHORT
2024-11-07 08:01:29.435,binance,binance,NEIROETHUSDT,1,4684.0,4684.0,0,0.10675,0.10675,0.1278865,0.125965,0.06832,,,,1907739461,FFFb14a55d874566aa2d10a4dd559f17,1907746431,FFFae4f3bc4d4a9cb57c2177d4592303,500.7196,0.1069,,,1907739655,d13cd1922005421280e16857f5793e66,1907739656,0bbaa66427d544f1943795925b8c93cf,1907739657,77263132d82d44eea2e08748c12de4a7,500.96808,0.106953,,,SHORT
2024-11-07 02:56:12.091,binance,binance,NEIROUSDT,1,532113.0,532141.0,1,0.0018793,0.0018792,0.0022514,0.00221746,0.00120269,14.44,0.0072,2024-11-07 08:23:42.804,920448669,66166b368ff34d6693dcc8aa72564514,920454192,34fe6e0c55344188a7a07b241a295316,999.80643807,0.0018789,1197.9992082,0.0022514,2072753900,121387f25d0d4ad7b2a8214d210bde2d,2072753901,3336a6d52bda44cea07fc55ee4fef859,2072767578,94055a83f34d46698f91022cdd8b3b3e,1000.0525813,0.0018793,816.304294,0.0022246,SHORT
2024-11-07 05:07:32.685,binance,binance,MOODENGUSDT,1,4745.0,4745.0,1,0.21075,0.21075,0.2524785,0.248685,0.13488,2.88,0.0014,2024-11-08 07:57:48.291,366487772,FFFaed8dcd3945258ecad1d57e3d187f,366487773,FFF7741934714267846b4a7ef5c948c4,1000.33148,0.210818,1197.39655,0.2523491,366488012,a1caf948f97342f492c9a36221b1a7e7,366488013,8100d8dcda7a41f28caaf62654820a39,366493128,5313a9e353364b3b9ac5dfedae84f330,999.60798,0.2106655,805.42244,0.2515898,SHORT
2024-11-07 06:25:26.062,binance,binance,MOODENGUSDT,1,4426.0,4426.0,1,0.22594,0.22594,0.2706761,0.2666092,0.1446016,13.11,0.0066,2024-11-08 07:57:48.312,368705293,FFF63695c24e4f54a6dae2987f1d8d07,368705292,FFFac76e7fbb4864b3aea2d84873dca7,1000.49782,0.2260501,1203.30467,0.2718718,368740855,3abe23575b0741f1853af10a49a0266b,368705382,e161702d611f481ca9c78f3096fe4a6e,368705381,0474b391d54a4457a40e23fc39aae46a,991.33609,0.2239801,801.64235,0.2668391,SHORT
2024-11-07 05:03:30.960,binance,binance,NEIROUSDT,1,484719.0,484660.0,1,0.00206305,0.0020633,0.00247153,0.00243469,0.00132051,14.26,0.0071,2024-11-08 12:30:44.824,923174909,b8c23cbdb7064cbc8902ae093e09c7aa,923179986,00e94e21abe14e2f807705519b2850f6,1001.12160386,0.00206536,1197.99755007,0.00247153,2077876696,8a92dfb24f1b422ebafb71d653814550,2077876697,3348fd55e9e04994ba32eddb2a3e80e8,2077876695,fd90207d2d034354979e449159c54796,1000.871366,0.0020651,818.251478,0.0024419,SHORT
2024-11-08 08:11:22.475,binance,binance,MOODENGUSDT,1,3508.0,3508.0,1,0.28503,0.28503,0.3351953,0.3306348,0.1938204,8.87,0.0044,2024-11-09 07:06:44.820,412996451,FFF90c65a32a4b5c841aad101fa2522d,412996452,FFF0ae4b304649ec8d3ea76c776c8109,999.4861,0.2849162,1177.28687,0.3356006,412996635,74e6855dc25f4c7988d0d52ac219507a,412996636,e86df20f32e148428b779dea64c9246f,413006893,85f018bf4d2543ec85f3bc22d5abd3b0,999.23563,0.2848448,830.30726,0.333,SHORT
2024-10-13 02:33:47.132,binance,binance,NEIROUSDT,1,236211.0,236552.0,1,0.00211463,0.0021137,0.00253756,0.00253644,0.00169096,198.64,0.1987,2024-11-10 07:18:45.933,520141953,4aac1e71c1e145eab365c76e00f7b27f,520260283,4158274fa1594774bf9339c59c7d6820,499.8865392,0.00211415,598.85866197,0.00253527,1336424183,0daf87012c064911afb576245a81690b,1336424184,5f53cc13984346c2ad0dd6a81780a397,1336460531,322d17b28ffe43efa3c30cde4a4b0c61,499.8168032,0.00211293,599.4822432,0.0016916,SHORT
2024-11-08 08:25:50.402,binance,binance,NEIROUSDT,1,220323.0,220323.0,1,0.0022694,0.0022694,0.00266881,0.0026325,0.00154319,7.33,0.0073,2024-11-10 07:31:45.714,2130962787,FFFd951de2da422ea72b306e37e01d2f,2130980313,FFFfaa5560b84c6695d091aad63d9d79,500.0671131,0.0022697,589.7615404,0.0026768,2130962952,a267e0944434498d8497974e4a2764cd,2130962954,7efec229fe89488f90bf658395cd2da2,2130962953,7654d794946d4477a1e00932eeafb7c9,500.0671131,0.0022697,417.7041753,0.00264353,SHORT
2024-11-09 21:20:06.183,binance,binance,MOODENGUSDT,1,1729.0,1729.0,1,0.28923,0.28923,0.3401345,0.3355068,0.1966764,8.11,0.0081,2024-11-10 08:40:47.287,479197233,FFF5cfe31cba4d2fb4238763ae9db76e,479197232,FFF9c1ea07654210994401dd3de89b45,499.70094,0.2890115,588.50232,0.3403715,479197448,abf3dbf29fe44dfd9169b6c24305b946,479197449,7493be09c5554938b986dd2066c60b11,479197447,6c7b29582c2742b0a8fdc4862f875a9f,499.66607,0.2889914,418.97328,0.3356616,SHORT
2024-11-09 10:27:59.244,binance,binance,MOODENGUSDT,1,1615.0,1615.0,1,0.30961,0.30961,0.3641014,0.3591476,0.2105348,11.71,0.0117,2024-11-10 10:47:45.864,465136240,FFFf419c247b4d40845660d56e7483bc,465150081,FFF49e9d974f4c1692a98219a0a8fde3,499.0027,0.30898,592.31934,0.3667612,465136539,47c4e5665c8b4dc88ab6e2f654bbea1f,465150866,36ae56223e244887995331dc3fe81e7d,465151191,78d76050f69947aeb105729c517ea038,498.92674,0.308933,417.32507,0.3594603,SHORT
2024-11-07 15:00:53.767,binance,binance,BTCUSDT,1,0.00669,0.007,1,74746.62,74793.6,79679.9,79281.22,65818.37,-1.72,-0.0017,2024-11-10 13:30:45.317,32073284320,80090b76fa3d465ab78fd73ff2655725,32073308790,9ce426f59e5c41cba77c93954210f974,500.0548878,74746.62,533.058531,79679.9,466110101066,c48233c3d53646278abcb822a11def51,466110101067,4deea37f146945f78c92dd6b384c2ae0,466110101065,ac700116e07f48bd8eeed4e47ed7c338,523.53,74790.0,488.8107,79749.9,SHORT
2024-11-01 10:11:37.130,binance,binance,TURBOUSDT,1,118793.0,118694.0,1,0.008418,0.008425,0.010085,0.0099415,0.0069085,15.59,0.0078,2024-11-10 21:58:45.448,236141793,95a085fa609c4aef81852ed67d282fb0,236142679,8c4598f40b32447483f0e418ee4c3810,1002.682436,0.008441,1198.027405,0.010085,1699565119,9f580f25245d467ba895203c90ec5a47,1699565117,d237bb5065624f85bfccee7028f3e974,1699565118,f118d61d186845b3ac20cb5fcf0f3b3a,1001.8993123,0.008441,822.1415695,0.0099555,SHORT
2024-10-24 02:37:23.255,binance,binance,TURBOUSDT,1,54130.0,54106.0,1,0.009237,0.0092412,0.010863,0.0107198,0.0077626,167.23,0.167,2024-11-10 22:31:45.963,194431217,1a56ce1c4cef4bba91217c61dc58396b,194432000,513023793236456c87d3100766ab8cbe,500.735666,0.009251,587.318212,0.01085,1511392872,af53d0181e7746799c672cbf11610d6b,1511392873,bfc3d2bd3d1a4a759fd4aec6b398465a,1511392871,56bb6a437c494a64882bbc13f0092093,500.443207,0.0092493,581.0887812,0.0077588,SHORT
2024-10-29 22:50:59.398,binance,binance,BTCUSDT,1,0.00695,0.007,1,71911.97,71886.0,80397.58,79074.6,64697.4,7.89,0.0079,2024-11-11 01:51:44.260,31744561801,37e5db8210594f478b495a117cd22906,31744585143,9b8c4e9805f142829b267d0413af8225,499.844,71920.0,558.763181,80397.58,456103870680,e693cfb8d0454052a63d162aa2eeced2,456103870681,96cfb0005adc4deda84c1f9c7f36fb5c,456104441670,54b3344136724a3b8beab51105d02839,503.2993,71899.9,452.2742,79189.2,SHORT
2024-10-30 01:35:46.093,binance,binance,BTCUSDT,1,0.00685,0.007,1,72974.01,72958.0,81001.15,80253.8,65662.2,2.27,0.0023,2024-11-11 02:28:44.193,31751279866,e17309c74e964b199ac9278329de882c,31751297977,8f3eda2700f4472aa35c24ccabe6c5e3,499.880805,72975.3,554.8578775,81001.15,456257518001,96356b247e55450883818f57ad8a0b4f,456257518000,da31c0c2ef264f1b834c51fa143be276,456257518002,9c09402fa7414798b084dc0d15117d39,510.7074,72958.2,458.0051,80487.1,SHORT
2024-11-10 08:40:13.563,binance,binance,MOODENGUSDT,1,1465.0,1465.0,1,0.34137,0.34137,0.4014511,0.3959892,0.2321316,9.27,0.0093,2024-11-11 02:38:47.464,493400730,FFF6c57e5cd14e85ae74c8d5c3efb4e2,493400729,FFFae1c09a3f47dcb2e08c1b72a8b295,499.6822,0.34108,591.62608,0.4038403,493402022,36e95038045b4a0f9b5d503c9535e891,493402024,b6d6d6c5e27e4966b85beef6fc4bdc3d,493402023,e358755822d749c0b031faf8f22224e7,499.44089,0.3409153,416.76403,0.39735,SHORT
2024-11-10 11:46:07.765,binance,binance,MOODENGUSDT,1,1634.0,1634.0,1,0.36719,0.36719,0.4318154,0.4259404,0.2496892,8.67,0.0072,2024-11-11 07:15:46.548,499482886,FFFfe839613b4f6db0366f7900a40fb4,499482885,FFF0e669b4054851bb54e9b3e248e6e8,600.67086,0.3676076,710.69362,0.434941,499483071,9e218ba9849746d28569782b9c8ec321,499483072,3386b482e77946458e7d5fe9087d28c8,499483070,1466ab317b8c4925b5890c2e7a75cde9,600.61752,0.367575,499.26864,0.4296,SHORT
2024-11-10 13:35:10.484,binance,binance,BTCUSDT,1,0.0063,0.006,1,79424.01,79536.5,84665.99,84308.69,69992.12,4.56,0.0047,2024-11-12 00:05:45.964,32176724914,195d8cd3d0a34c24a504b843f1a430f5,32176727965,51d15c0f1ba34f9bbcfd6a16a7a9930b,500.346,79420.0,533.395737,84665.99,469722933962,1713907045844bb7971b37139d2ceb75,469722933964,571269fdccf84a57a276a31f317fafd2,469722933963,caf1e7a1e1d3414bab975b4839c6bee4,477.3084,79551.4,448.8144,84300.4,SHORT
2024-11-10 13:40:10.016,binance,binance,BTCUSDT,1,0.0044,0.004,1,79584.0,79682.1,84836.54,84463.03,70120.25,3.83,0.0057,2024-11-12 00:07:46.159,32176912076,55dee943c8214bc7acc644003b46e895,32176934350,6e3c445d2025486d936be01e0d7e81d8,350.158424,79581.0,373.280776,84837.0,469728777636,961d9ff8444b4addafe1dd3e98adef01,469728777637,d2a4ee8fbfeb4d3aa89750cde82eacd4,469728777635,cf4add4e18fe40b29f19e90c137875fa,318.7608,79690.2,299.4636,84514.5,SHORT
2024-11-11 02:15:54.868,binance,binance,BTCUSDT,1,0.00619,0.006,1,80822.38,80916.1,86156.66,85771.07,71206.17,3.58,0.0036,2024-11-12 03:07:44.558,32199359238,96e04c891f5a42a9b291171e29c149b3,32199422644,d03435caef824f3ea700efd64e3f8c8c,500.3229678,80827.62,533.3097254,86156.66,470406114866,07e2c8c2b44e48aab685ae2fdcf49c28,470406114867,409d75afd63d49898a5906047afd4524,470406114865,1a4d029ace024d8e8c289540b9ca3737,485.5314,80921.9,456.1272,85822.6,SHORT
2024-11-08 12:34:56.887,binance,binance,NEIROUSDT,1,200546.0,200674.0,1,0.00249319,0.0024916,0.00293199,0.00289026,0.00169429,6.91,0.0069,2024-11-12 13:45:44.588,963139528,b6bccc54053f46598035c434d50003a8,963169205,e88e278b467443f9a8f2c388f94fd4e2,499.9141982,0.00249277,587.99886654,0.00293199,2138706111,3dffcabae174462d8ca6681480334ddb,2138706112,b5f850ea4c134934992ca92a0396bbe2,2138706110,cc44150c9eac46229825f42b9c6bba06,499.979271,0.0024915,418.806638,0.002896,SHORT
2024-11-10 07:56:40.142,binance,binance,NEIROUSDT,1,192416.0,192123.0,1,0.00259854,0.0026025,0.00305588,0.0030189,0.0017697,6.77,0.0068,2024-11-12 15:26:47.102,1002892208,79d40be0107a4721b320854071a8ae0d,1002894751,0075379974844252b9a2e7110576cdc5,499.7433061,0.0025972,588.00020608,0.00305588,2210026498,51958f65a1114f1cbb62a86e461629dd,2210026499,4a7ac4deb7804a329f30d513c71ad06f,2210026500,013c78fc3b944555b3dddb372f68e869,499.8968278,0.00260196,418.4102453,0.0030261,SHORT
2024-11-10 08:10:38.298,binance,binance,NEIROUSDT,1,189851.0,189653.0,1,0.00263365,0.0026364,0.00309717,0.00305822,0.00179275,7.41,0.0074,2024-11-12 15:26:47.126,1003299966,faf976e378e84a399f62c9abaa47b9f5,1003347012,4d7715dc457a4daa8abfe1bdcc3da6f2,501.33691524,0.00264069,588.00082167,0.00309717,2210712853,11555a5c40514914819b59d5e81e06fb,2210712854,59e28d8e4aa849a9a70baa673476e335,2210712852,84309628cbf24315abcb8f6e42d1ce06,501.1313719,0.00264236,421.8763698,0.00306025,SHORT
2024-11-12 15:52:20.503,binance,binance,NEIROUSDT,1,168152.0,168549.0,0,0.0029735,0.0029665,0.00349684,0.00344114,0.00201722,,,,1078274757,0f88dcb0dc5d46b89b6c8682bc1d6956,1078284136,d8c84abc61fd47e6a9749f333512a6c6,496.3678888,0.0029519,,,2319286680,d11c4cae703e4f1e8add7ce20b4ab6e5,2319314086,cc159efcd85a47cbbdc190dccb961548,2319290433,7fe53bc25f4545f9b4454e6fb2560a44,500.1046589,0.00296712,,,SHORT
2024-11-07 07:17:40.257,binance,binance,GOATUSDT,1,1213.0,1213.0,1,0.8243,0.8243,0.9875114,0.972674,0.527552,17.79,0.0089,2024-11-13 11:15:26.137,228365749,FFF955fd496f471ca33e4e52df9dc3a3,228365750,FFFdc627b450456e82c9d36fa0977caa,999.512,0.824,1200.6606,0.9898274,228366050,e586b4530b204ee1888bab5890e0bc3b,228366052,3b1cc461e07a42b6bf1136020ed15651,228366051,c8a90380d4d64bc398f5c3fb8e269bcb,998.9499,0.8235366,815.5887,0.9747,SHORT
2024-11-08 08:18:02.724,binance,binance,GOATUSDT,1,1131.0,1131.0,1,0.8842,0.8842,1.0398192,1.025672,0.601256,16.46,0.0082,2024-11-13 11:15:26.175,252586479,FFFfaece78464553a6be44e40e8ef501,252586478,FFF6d300a21148b28d5483f8c930cc19,1000.553,0.8846622,1180.0654,1.0433823,252586609,d29a2200897f4858b4cca972400f9324,252586610,9ef8800bb63a47dfb161018404d2c337,252586608,dc784642f1e147fab85b4eeb1fb54783,1000.1037,0.884265,837.0475,1.0284349,SHORT
2024-08-08 19:17:04,binance,binance,1000PEPEUSDT,1,82976850.0,82976.9,1,1.193e-05,0.01193,,0.0163455,0.0075165,659.01,0.3294,2024-11-13 21:29:44.746,1366911357,4f8048d0027f465c972ec699589ac2c3,1367222319,ead9b3eb77a2406ca4c72b88ec2ddcdd,1000.7511,1.194e-05,1370.37525,1.635e-05,14114526409,4f732516232f44138ea1d7b8bfb7576d,14114526411,1a8b8391e56742d289f3e63c2d0ff8af,14455061922,electron_axdYZ89tnPxMvFEOBU1F,999.9132078,0.01193,1289.3015161,0.0084773,SHORT
2024-11-13 21:32:32.485,binance,binance,1000PEPEUSDT,1,121285628.0,121204.0,1,1.649e-05,0.0165011,1.939e-05,0.0191413,0.0112207,22.67,0.0057,2024-11-13 22:09:49.585,2477795938,71cb7ce0fd5b49b08bb6adb8f4243a26,2477813031,ad128cbb7d20405ca68fbbed82339650,1999.44400572,1.649e-05,2351.72832692,1.939e-05,21841851561,48c0672363f7453ca70c485b3e797d26,21841851562,15c5009be9d74fd8b5da93580f040872,21841895423,65db5042bfe1455db2e562604b0a7710,2003.6611385,0.0165313,1674.0483138,0.0192508,SHORT
2024-11-12 00:12:01.588,binance,binance,BTCUSDT,1,0.01182,0.012,1,84634.89,84697.8,90220.79,89779.67,74534.06,3.44,0.0017,2024-11-13 22:32:44.813,32251500733,c0342cc511754f2ab731ab924129f84e,32251545996,f945618f31d24e42b487ed093b65fcf1,1000.384518,84634.9,1066.4097378,90220.79,471728054524,2eccde4e9e4c4e8f9634e3b6c3f48627,471728054526,07fbe9a644c84a05bd17e125e61e33fb,471728054525,72477f4b2f714ed88c9df342566cbf45,1016.244,84687.0,953.6568,89902.6,SHORT
2024-11-12 10:05:05.647,binance,binance,BTCUSDT,1,0.01127,0.011,1,88724.0,88782.7,94579.78,94109.66,78128.78,6.98,0.0035,2024-11-20 21:53:45.282,32281949032,1d94c5d53c1741a782abe869a5c0c15a,32281976029,a8d3e1ac181c474f904196fe9078a0b9,1000.1532198,88745.0,1065.9141206,94580.0,472370953419,84bd9436261340c59309ea254feb0fc5,472370953421,d503ae7be3fa4b10969061ba6cea1401,472370953420,4cc8ee8aadd84ff8be4b815e69bf630c,977.0794,88825.4,918.2976,94169.2,SHORT
2024-11-14 01:59:43.558,binance,binance,BTCUSDT,1,0.00554,0.006,1,92127.49,92188.3,98207.9,97719.6,81125.7,0.43,0.0004,2024-11-21 19:07:43.986,32396661196,b0fef913ef7244b6805108fd528ad69d,32396704393,1f85a825325043e4a6d7c703621e6275,510.4504478,92139.07,544.071766,98207.9,474744636298,5ffd6f80851448c2b70ca4301c49c8eb,474744636300,5fc8449f3ab44add9e7d8578529f12ed,474744636299,0c6f67e7dff04b7a8da92d561b7530bc,553.1994,92199.9,520.0104,97731.4,SHORT
2024-11-16 11:36:42.461,binance,binance,BTCUSDT,1,,0.005,1,,91194.5,,105785.62,76603.38,-73.03,-0.1602,2024-12-16 08:33:45.151,0,,0,,,,,,478494292819,9552db180c044295995e285949696888,478494292820,30ee556e43f249498b100e35cb9594de,478494292818,d66dd47380d6480f8202bb6b818a367a,455.9845,91196.9,382.957,105802.4,SHORT
