created_at,name,act_name,symbol,qty,cex,status,up_status,path,level,earn,cost,buy_px,benefit,sell_px,profit,order_id,client_order_id,fx_order_id,fx_client_order_id,open_at,close_at
2024-10-18 18:12:19.249,bitgetNEIRO,bitget,NEIROUSDT,293.97,bitget,filled,1,buy->sell,1,1.8,28.191723,0.0959,29.98494,0.102,1.79,1231113868026855432,b8dd58a3-64de-43a3-a5cb-cd1b5cacb980,1.2311168822172877e+18,1dd2872d-f54d-405e-ba0f-331053929566,2024-10-18 18:23:51.092,2024-10-18 20:00:54.606
2024-10-18 15:44:43.425,bitgetAPU,bitget,APUUSDT,94677.05,bitget,filled,1,sell->buy,1,5.4,90.1325516,0.000952,95.52914345,0.001009,5.4,1231076724344373253,7ef344b8-70a2-4457-91a6-9b058f4607a4,1.2310804874235904e+18,1f08adba-f597-4b22-a776-3ea7ba47fc22,2024-10-18 15:58:38.134,2024-10-18 20:54:41.936
2024-10-18 15:44:46.169,bitgetAPU,bitget,APUUSDT,189354.09,bitget,filled,1,sell->buy,2,21.6,180.26509368,0.000952,201.870395349,0.0010661,21.61,1231076734062575625,87ef8355-cdfb-4053-8554-aa864ca06bca,1.231080495283716e+18,9622c6ba-4ae9-4523-9001-9ee16dbb8f82,2024-10-18 15:58:46.734,2024-10-18 20:54:59.083
2024-10-18 17:47:16.596,bitgetNEIRO,bitget,NEIROUSDT,663.72,bitget,filled,1,sell->buy,2,7.2,60.000288,0.0904,67.168464,0.1012,7.17,1231107565204291588,3b964196-f84e-4a84-a0f5-a45cc6678fae,1.2311113583189197e+18,30f8ec35-4d67-4e17-a324-f5219b477b79,2024-10-18 18:01:45.474,2024-10-18 21:10:46.645
2024-10-18 17:50:18.319,bitgetNEIRO,bitget,NEIROUSDT,331.86,bitget,filled,1,sell->buy,1,1.8,30.03333,0.0905,31.825374,0.0959,1.79,1231108328303378435,f6e1db8c-a3d7-4fff-8d7c-166b57b687ab,1.2311113639980073e+18,e68f78d1-56a3-4443-afb0-a13f144f6c3f,2024-10-18 18:01:45.474,2024-10-18 21:10:46.342
2024-10-19 02:20:47.158,bitgetAPU,bitget,APUUSDT,85980.42,bitget,filled,1,sell->buy,1,10.8,90.270842958,0.0010499,101.06998371,0.0011755,10.8,1231236797775495200,d6a787c9-dc9d-4210-bc91-1db09138919b,1.2313261052450734e+18,7be064d4-f2bf-4852-8c5a-c66756250abd,2024-10-19 05:44:29.912,2024-10-19 12:33:58.678
2024-10-13 18:12:27.128,bitgetBRETT,bitget,BRETTUSDT,312.16,bitget,filled,1,sell->buy,1,1.2,30.0329136,0.09621,31.231608,0.10005,1.2,1229301960974024732,5b174812-8c6d-4efc-9b56-4f0136ea3b4d,1.229305982128767e+18,ab6b6e84-0338-4a5e-bfb6-3758b6d4817a,2024-10-13 18:28:14.706,2024-10-24 00:55:19.989
2024-10-14 22:46:05.070,bitgetTURBO,bitget,TURBOUSDT,10972.0,bitget,filled,1,sell->buy,1,4.6,100.0075856,0.0091148,104.6075966,0.00953405,4.6,1229733209551159324,1f23d973-fe67-4e69-b0ea-f9e4993d3d16,1.2297359732451738e+18,2716e932-249c-49f5-967a-a3e61044b2f0,2024-10-14 22:56:33.875,2024-10-24 02:03:23.631
2024-10-24 07:26:39.652,bitgetMANEKI,bitget,MANEKIUSDT,8683.07,bitget,filled,1,buy->sell,1,7.2,52.6194042,0.00606,59.8263523,0.00689,7.21,1233125710286831616,52c34e55-19ee-40c1-aa64-2ae1970d3421,1.2331299941643878e+18,b409e888-f5fa-45e6-b89a-e02e2d2b5501,2024-10-24 07:42:53.083,2024-10-24 07:53:21.996
2024-10-22 12:32:14.739,bitgetKOKO,bitget,KOKOUSDT,5186273.7,bitget,filled,1,sell->buy,1,7.2,30.3033972291,5.843e-06,37.5019451247,7.231e-06,7.2,1232477842597232646,8e40a318-c82c-495e-9705-ab32a3178d7d,1.2324919110897664e+18,43cf96a1-b970-4c37-9201-4006a0067415,2024-10-22 13:27:57.043,2024-10-25 09:48:14.402
2024-10-18 06:02:43.612,bitgetAPU,bitget,APUUSDT,116924.88,bitget,filled,1,sell->buy,1,4.6,100.228007136,0.0008572,104.82315492,0.0008965,4.6,1230930264705482759,a19e6852-23a1-4a1a-a6e3-24d87d945a70,1.230934277362565e+18,5d17db55-6d96-4b84-9f52-83f631089a17,2024-10-18 06:17:45.543,2024-10-25 12:38:02.512
2024-10-17 00:01:45.152,bitgetAPU,bitget,APUUSDT,357696.43,bitget,filled,1,sell->buy,3,41.4,300.858467273,0.0008411,342.243944224,0.0009568,41.39,1230477032111751221,4d599753-c276-4e6b-8ba5-c6942358ea5c,1.2309891414341878e+18,870968fc-fd92-4ae0-8307-be307065f796,2024-10-18 09:56:24.755,2024-10-25 15:23:50.678
2024-10-25 22:43:54.125,bitgetGME,bitget,GMEUSDT,8064.52,bitget,filled,1,sell->buy,1,3.2,30.0806596,0.00373,33.3064676,0.00413,3.23,1233718929705943040,ed2f5537-e006-4c02-a9d2-b2965ab01e72,1.2337259975150305e+18,c407cd36-7e66-470d-9531-a648bb38d703,2024-10-25 23:11:06.175,2024-10-26 01:30:37.416
2024-10-26 07:03:33.441,bitgetBABYDOGE,bitget,BABYDOGEUSDT,11609907121.0,bitget,filled,1,buy->sell,1,3.2,26.784055728147,2.307e-09,29.988390093543,2.583e-09,3.2,1233844675061497876,8c873fe0-0147-40cd-a08f-48bd1770f905,1.233850210330624e+18,008415b7-cf4e-44fc-b79b-ba8e73b647ed,2024-10-26 07:24:47.741,2024-10-26 10:09:58.756
2024-10-26 10:04:32.074,bitgetBABYDOGE,bitget,BABYDOGEUSDT,12533946104.0,bitget,filled,0,sell->buy,1,3.2,29.993733026872,2.393e-09,33.202423229496,2.649e-09,3.21,1233890224921919496,de7c490e-c77b-4a10-8a26-e37d04fb06df,1.233891739942273e+18,fdb74ddc-2aec-4807-bd99-5bc41dc3654d,2024-10-26 10:09:59.017,2024-10-26 10:10:36.165
2024-10-26 06:59:14.480,bitgetNEIRO,bitget,NEIROUSDT,880.41,bitget,filled,1,buy->sell,1,6.4,53.528928,0.0608,59.955921,0.0681,6.43,1233843588690624513,5560fdf8-febd-4f9f-8f0e-a4432fc0827a,1.233849880125653e+18,3d931f41-7284-4f92-98df-e09dbba6b650,2024-10-26 07:23:40.927,2024-10-26 15:11:46.541
2024-10-12 05:11:39.168,bitgetAPU,bitget,APUUSDT,41169.21,bitget,filled,1,sell->buy,1,1.2,30.065874063,0.0007303,31.263898074,0.0007594,1.2,1228743082062397442,07476df0-3b5e-44e9-a5ee-de10f35ce377,1.228746599078576e+18,4d3904d4-27ce-49be-afef-e9faff2cb65e,2024-10-12 05:25:07.942,2024-10-26 22:42:49.250
2024-10-26 10:36:40.026,bitgetMANEKI,bitget,MANEKIUSDT,8368.2,bitget,filled,1,sell->buy,1,6.4,60.083676,0.00718,66.443508,0.00794,6.36,1233898300626452483,0a326daf-ff55-4e99-be02-304839f9d246,1.2339028363761582e+18,2c9bd969-09ee-4fe7-98b6-1c5189041c88,2024-10-26 10:53:48.900,2024-10-27 12:42:17.032
2024-10-28 02:15:11.578,bitgetKOKO,bitget,KOKOUSDT,5814516.9,bitget,filled,0,sell->buy,1,6.4,30.1017539913,5.177e-06,36.5035370982,6.278e-06,6.4,1234496911726886927,773628a7-e9fa-4f95-8250-253f3b0f78c2,1.234508730159874e+18,00287b95-d755-420d-a0a7-d0eff631bd5c,2024-10-28 03:01:59.741,2024-10-28 03:13:17.764
2024-10-28 10:34:43.543,bitgetBABYDOGE,bitget,BABYDOGEUSDT,11496455260.0,bitget,filled,0,sell->buy,1,3.2,29.81030848918,2.593e-09,33.19026633562,2.887e-09,3.38,1234622592980893699,87c4d802-f14c-40d6-93b2-a29ccd10193f,1.2346280870577605e+18,50d5292e-c4a3-4a9a-8417-2e1f15786b11,2024-10-28 10:56:02.703,2024-10-28 10:56:34.992
2024-10-27 21:01:53.627,bitgetAPU,bitget,APUUSDT,109642.44,bitget,filled,1,sell->buy,1,9.6,90.224763876,0.0008229,99.82944162,0.0009105,9.6,1234418032601481218,85fc8cc5-7641-4903-a7f6-4bc198bc53af,1.234420740158931e+18,95ea0d7e-4171-4a97-9bf8-1c2e869981b1,2024-10-27 21:11:58.558,2024-10-28 14:11:03.540
2024-10-26 06:34:26.688,bitgetBRETT,bitget,BRETTUSDT,313.41,bitget,filled,1,buy->sell,1,3.2,26.7934209,0.08549,29.993337,0.0957,3.2,1233837348031840263,f62648e5-f945-4895-b5b0-b1d7bebc481e,1.2338499344251126e+18,fe5882bd-3f12-4c33-8368-2d71999636fe,2024-10-26 07:23:53.980,2024-10-28 17:55:49.934
2024-10-12 20:03:08.554,bitgetSLERF,bitget,SLERFUSDT,180.07,bitget,filled,1,sell->buy,1,1.2,30.125711,0.1673,31.33218,0.174,1.21,1228967431474266116,ecde801b-41b9-44dc-aa4f-e0f76776a8d8,1.2289684340723057e+18,19fbac85-f85c-49ec-933e-78d89552d86c,2024-10-12 20:06:19.300,2024-10-29 01:08:07.969
2024-10-29 03:19:16.606,bitgetNEIRO,bitget,NEIROUSDT,684.54,bitget,filled,0,sell->buy,1,6.4,60.034158,0.0877,66.40038,0.097,6.37,1234875394311340060,003c7901-811c-4eca-99ad-15f981cc9cd5,1.2348824363883725e+18,ba88aeee-441f-471e-8381-0c5c1962786d,2024-10-29 03:46:30.066,2024-10-29 05:00:27.266
2024-10-26 06:38:02.698,bitgetRATS,bitget,RATSUSDT,264853.9,bitget,filled,1,buy->sell,1,3.2,26.795269063,0.00010117,29.994704175,0.00011325,3.2,1233838254836170763,da0ffd40-e244-4c85-8633-7cb9f6e5d870,1.2338495804342436e+18,c71ef04d-4f54-4014-91cb-170168717aaf,2024-10-26 07:22:13.041,2024-10-29 10:20:13.471
2024-10-26 06:30:56.610,bitgetSATS,bitget,SATSUSDT,117099446.7,bitget,filled,1,buy->sell,1,3.2,26.7813460569702,2.28706e-07,29.9813226369411,2.56033e-07,3.2,1233836470784770055,dc168439-24bf-4399-97e2-62f21eb51c8b,1.2338495588251894e+18,6492d145-415f-4b4b-9f99-817bb351157b,2024-10-26 07:22:24.387,2024-10-29 10:30:50.221
2024-10-29 12:04:14.368,bitgetNEIRO,bitget,NEIROUSDT,655.74,bitget,filled,1,sell->buy,1,6.4,60.065784,0.0916,66.492036,0.1014,6.43,1235007508423917576,66773094-665c-4618-adca-22cb7bb12eda,1.2350198469715722e+18,ca00322f-18a7-430d-8d2e-963bccc1964b,2024-10-29 12:52:41.094,2024-10-29 18:00:55.275
