date,draw,pred,real,tz,zj,pnl
2025-03-09,25058,000;004;006;008;011;013;017;019;031;033;037;039;040;044;046;048;060;064;066;068;071;073;077;079;080;084;086;088;091;093;097;099;101;103;107;109;110;114;116;118;130;134;136;138;141;143;147;149;161;163;167;169;170;174;176;178;181;183;187;189;190;194;196;198;301;303;307;309;310;314;316;318;330;334;336;338;341;343;347;349;361;363;367;369;370;374;376;378;381;383;387;389;390;394;396;398;400;404;406;408;411;413;417;419;431;433;437;439;440;444;446;448;460;464;466;468;471;473;477;479;480;484;486;488;491;493;497;499;600;604;606;608;611;613;617;619;631;633;637;639;640;644;646;648;660;664;666;668;671;673;677;679;680;684;686;688;691;693;697;699;701;703;707;709;710;714;716;718;730;734;736;738;741;743;747;749;761;763;767;769;770;774;776;778;781;783;787;789;790;794;796;798;800;804;806;808;811;813;817;819;831;833;837;839;840;844;846;848;860;864;866;868;871;873;877;879;880;884;886;888;891;893;897;899;901;903;907;909;910;914;916;918;930;934;936;938;941;943;947;949;961;963;967;969;970;974;976;978;981;983;987;989;990;994;996;998,405,,,
